FID,Shape *,id,geometry_t,geometry_c,geometry_1,geometry_n,latitude,longitude,ri_service,timestamp,cce_availa,category,global_id,name,functional,type,ownership,ward_code,source,ward_name,lga_code,lga_name,state_code,state_name,alternate_,contact_ph,contact_na,cce_quanti,cce_lastup,accessibil
67,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-59a7,Point,7.25985,10.61901,geometry_type,10.61901,7.25985,Unknown,2018-09-25T14:25:14Z,Unknown,Primary Health Clinic,eea5e310-53ec-438b-8ca1-cf5bf4019da5,Forest Maternity Clinc,Unknown,Primary,Public,KD0205,eHA_Polio,Kunai,19002,Chikun,KD,Kaduna, , , , , , 
68,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-59a3,Point,7.204587,10.580788,geometry_type,10.580788,7.204587,Unknown,2018-09-25T14:25:32Z,Unknown,Primary Health Clinic,e7a1a482-f0d3-49ce-8afc-e1d536e41313,Dande Health Clinic,Functional,Primary,Public,KD0205,eHA_Polio,Kunai,19002,Chikun,KD,Kaduna, , , , , , 
69,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-599e,Point,6.927152,10.631542,geometry_type,10.631542,6.927152,Yes,2018-09-25T14:24:35Z,Unknown,Primary Health Clinic,5cbd359c-b642-4bd9-b9ee-ed2e879f984b,Hijaba Clinic And Maternity,Unknown,Primary,Public,KD0205,eHA_Polio,Kunai,19002,Chikun,KD,Kaduna, , , , , , 
70,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-599a,Point,7.224541,10.561893,geometry_type,10.561893,7.224541,Yes,2018-09-25T14:25:36Z,Unknown,Primary Health Clinic,e0509a94-57f3-4e1c-bdbb-adee88bcad57,Baranje Health Clinic,Functional,Primary,Public,KD0205,eHA_Polio,Kunai,19002,Chikun,KD,Kaduna, , , , , , 
71,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5995,Point,7.16494,10.63784,geometry_type,10.63784,7.16494,Unknown,2018-09-25T14:24:32Z,Unknown,Health Post,02654ed5-a7fe-47f3-a0fd-39f9aa2adf56,Rumana Gwan Health Post,Unknown,Primary,Public,KD0205,eHA_Polio,Kunai,19002,Chikun,KD,Kaduna, , , , , , 
72,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5992,Point,6.941897,10.635517,geometry_type,10.635517,6.941897,Yes,2018-09-25T14:24:38Z,Unknown,Primary Health Center,06f58936-f44f-4d5a-927c-93afb8df74ce,Udawa Primary Health Center,Functional,Primary,Public,KD0205,eHA_Polio,Kunai,19002,Chikun,KD,Kaduna, , , , , , 
73,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-598e,Point,7.205735,10.483119,geometry_type,10.483119,7.205735,Yes,2018-09-25T14:25:41Z,Unknown,Primary Health Center,0d8df855-6d48-4735-88d1-6f782d0b079e,Kasaya Primary Health Center,Functional,Primary,Public,KD0205,eHA_Polio,Kunai,19002,Chikun,KD,Kaduna, , , , , , 
74,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-598a,Point,7.230646,10.621479,geometry_type,10.621479,7.230646,Yes,2018-09-25T14:25:28Z,Unknown,Primary Health Center,b2eaae96-fe68-4409-b0f5-1bb4cf159e2d,Buruku Primary Health Center,Functional,Primary,Public,KD0205,eHA_Polio,Kunai,19002,Chikun,KD,Kaduna, , , , , , 
75,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5982,Point,7.23303,10.617091,geometry_type,10.617091,7.23303,Unknown,2018-09-25T14:25:20Z,Unknown,Private Clinic,56de7a30-48c7-4f5a-9322-8be3ad1f7558,Alheri Clinic And Matarnity,Unknown,Primary,Public,KD0205,eHA_Polio,Kunai,19002,Chikun,KD,Kaduna, , , , , , 
76,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-597e,Point,7.23732,10.6196,geometry_type,10.6196,7.23732,Unknown,2018-09-25T14:25:14Z,Unknown,Primary Health Clinic,c41e6693-d96d-49b1-a768-82f03e36df0c,Hauwa Clinic Buruku,Unknown,Primary,Public,KD0205,eHA_Polio,Kunai,19002,Chikun,KD,Kaduna, , , , , , 
77,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5979,Point,6.928873,10.626905,geometry_type,10.626905,6.928873,Unknown,2018-09-25T14:24:36Z,Unknown,Primary Health Center,fff9d7fa-84b3-47d4-b219-e2eabcb452f1,Kauna Clinic,Unknown,Primary,Public,KD0205,eHA_Polio,Kunai,19002,Chikun,KD,Kaduna, , , , , , 
78,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5974,Point,6.926447,10.631615,geometry_type,10.631615,6.926447,Yes,2018-09-25T14:24:35Z,Unknown,Primary Health Center,f2f16a34-3e9a-4182-b8ef-32112de02a28,Jam Sago Clinic Udawa,Unknown,Primary,Public,KD0205,eHA_Polio,Kunai,19002,Chikun,KD,Kaduna, , , , , , 
79,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5971,Point,6.932495,10.633484,geometry_type,10.633484,6.932495,Unknown,2018-09-25T14:24:35Z,Unknown,Health Post,f3abc39e-48e6-45cf-b7d4-d375108bc9be,Rimi Clinic,Unknown,Primary,State Primary HealthCare Development Agency,KD0205,eHA_Polio,Kunai,19002,Chikun,KD,Kaduna, , , , , , 
80,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-596d,Point,6.806447,10.701258,geometry_type,10.701258,6.806447,Unknown,2018-09-25T14:24:36Z,Unknown,Primary Health Clinic,bcfb641a-ca55-4b5d-9319-78f6ed95a54e,Shekwo Bagu Maternity,Unknown,Primary,Public,KD0206,eHA_Polio,Kuriga,19002,Chikun,KD,Kaduna, , , , , , 
81,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-595f,Point,7.439758,10.451934,geometry_type,10.451934,7.439758,Yes,2018-09-25T14:25:23Z,Unknown,Private Clinic,0c7350d6-4c9e-4f15-9ca4-d7812b5b76ab,My Children Hospital,Unknown,Primary,Public,KD0207,eHA_Polio,Narayi,19002,Chikun,KD,Kaduna, , , , , , 
82,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-595d,Point,7.441127,10.465544,geometry_type,10.465544,7.441127,Unknown,2018-09-25T14:34:39Z,Unknown,Primary Health Clinic,23a47183-86a6-416b-b410-670a3b1e4088,Bishini Health Clinic,Functional,Primary,Others,KD0207,NPHCDA,Narayi,19002,Chikun,KD,Kaduna, , , , , , 
83,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5959,Point,7.444661,10.475884,geometry_type,10.475884,7.444661,Yes,2018-09-25T14:25:41Z,Unknown,Laboratory,7a2970b9-d6d1-4052-bb99-54f43d8aa99d,Otmos Diagnose Narayi,Unknown,Tertiary,Private,KD0207,eHA_Polio,Narayi,19002,Chikun,KD,Kaduna, , , , , , 
84,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-594e,Point,7.457369,10.476602,geometry_type,10.476602,7.457369,Unknown,2018-09-25T14:25:42Z,Unknown,Primary Health Clinic,1b5bb76e-092b-4295-b4a7-b5fa39224c5f,Bayan Dutse Primary Health Care,Functional,Primary,Public,KD0207,eHA_Polio,Narayi,19002,Chikun,KD,Kaduna, , , , , , 
85,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-594a,Point,7.445335,10.450905,geometry_type,10.450905,7.445335,Unknown,2018-09-25T14:25:31Z,Unknown,Specialist Hospital,47066afa-4c6d-4376-9330-160d64fc3556,Dewas Specialist Hospital,Unknown,Tertiary,Private,KD0207,eHA_Polio,Narayi,19002,Chikun,KD,Kaduna, , , , , , 
86,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5946,Point,7.446573,10.475051,geometry_type,10.475051,7.446573,Yes,2018-09-25T14:25:26Z,Unknown,Private Clinic,b16937ee-f6e4-4e76-aa81-f3e838232e5b,Wilbasom Hospital Narayi,Unknown,Primary,Public,KD0207,eHA_Polio,Narayi,19002,Chikun,KD,Kaduna, , , , , , 
87,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5942,Point,7.44157,10.472705,geometry_type,10.472705,7.44157,Unknown,2018-09-25T14:25:37Z,Unknown,Primary Health Clinic,06cd4814-dcb1-45f8-88c5-c99c43f0512f,Tudun Muntsira Tuberclosis Maternity And Child Health Clinic Narayi,Functional,Primary,Public,KD0207,eHA_Polio,Narayi,19002,Chikun,KD,Kaduna, , , , , , 
88,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-593e,Point,7.445854,10.464426,geometry_type,10.464426,7.445854,Yes,2018-09-25T14:25:24Z,Unknown,Primary Health Center,491ef50c-5c68-4b62-9395-31da9afc8d6b,Family Hospital Narayi,Unknown,Primary,Public,KD0207,eHA_Polio,Narayi,19002,Chikun,KD,Kaduna, , , , , , 
89,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5939,Point,7.445491,10.459623,geometry_type,10.459623,7.445491,Yes,2018-09-25T14:25:20Z,Unknown,Private Clinic,c4941966-73b7-4df2-90c9-5963bc42db24,El Shadia Clinic,Unknown,Tertiary,Private,KD0207,eHA_Polio,Narayi,19002,Chikun,KD,Kaduna, , , , , , 
90,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5935,Point,7.402635,10.473394,geometry_type,10.473394,7.402635,Yes,2018-09-25T14:25:20Z,Unknown,Primary Health Clinic,26b69095-4433-41ed-8cdb-9eccd9a61e12,Ecwa Maternity Home,Unknown,Primary,NGO/Humanitarian,KD0208,eHA_Polio,Nassarawa,19002,Chikun,KD,Kaduna, , , , , , 
91,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5933,Point,7.28018,10.485619,geometry_type,10.485619,7.28018,Yes,2018-09-25T14:25:30Z,Unknown,Primary Health Center,93bbdde9-352f-4726-a9f8-7568ffd8db87,Kadi Primary Health Center,Functional,Primary,Public,KD0208,eHA_Polio,Nassarawa,19002,Chikun,KD,Kaduna, , , , , , 
92,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5930,Point,7.397966,10.476101,geometry_type,10.476101,7.397966,Yes,2018-09-25T14:25:14Z,Unknown,Primary Health Clinic,1fe3c2e8-f787-4a67-880e-7998cc88792f,Sanasi Nursing And Maternity Home,Functional,Primary,Public,KD0208,eHA_Polio,Nassarawa,19002,Chikun,KD,Kaduna, , , , , , 
93,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5927,Point,7.395301,10.471183,geometry_type,10.471183,7.395301,Unknown,2018-09-25T14:25:34Z,Unknown,Primary Health Clinic,73c1389f-cc38-449a-b8e4-617e71e568fc,Al Ramadan Nursing And Maternity Home Nassarawa,Unknown,Primary,Public,KD0208,eHA_Polio,Nassarawa,19002,Chikun,KD,Kaduna, , , , , , 
94,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5923,Point,7.398746,10.470536,geometry_type,10.470536,7.398746,Yes,2018-09-25T14:25:32Z,Unknown,Primary Health Center,29f91cbb-e614-46c6-a84e-bbf26131e087,Primary Health Center Nassarawa,Unknown,Primary,Others,KD0208,NPHCDA,Nassarawa,19002,Chikun,KD,Kaduna, , , , , , 
95,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-591e,Point,7.49653,10.404456,geometry_type,10.404456,7.49653,Unknown,2018-09-25T14:08:10Z,Unknown,Primary Health Center,642eef86-564f-4885-b879-3a37a68fb946,Primary Health Center Rido,Unknown,Primary,Others,KD0209,NPHCDA,Rido,19002,Chikun,KD,Kaduna, , , , , , 
96,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-591a,Point,7.474633,10.509146,geometry_type,10.509146,7.474633,Yes,2018-09-25T14:25:28Z,Unknown,Primary Health Center,a26a7a4b-da08-46c1-b4c0-7395a4815bc5,Rido Primary Health Center,Functional,Primary,Public,KD0209,eHA_Polio,Rido,19002,Chikun,KD,Kaduna, , , , , , 
97,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5915,Point,7.484628,10.467205,geometry_type,10.467205,7.484628,Yes,2018-09-25T14:25:27Z,Unknown,Primary Health Clinic,58ab980e-6795-4bd6-807d-ac09f27c9740,Kamazou Health Clinic,Functional,Primary,Public,KD0209,eHA_Polio,Rido,19002,Chikun,KD,Kaduna, , , , , , 
98,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5911,Point,7.492803,10.471859,geometry_type,10.471859,7.492803,Yes,2018-09-25T14:25:22Z,Unknown,Health Post,e4cdb59d-78a7-4010-9924-e258b3942151,Bagado Dispensary Clinic,Functional,Primary,Public,KD0209,eHA_Polio,Rido,19002,Chikun,KD,Kaduna, , , , , , 
99,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-590d,Point,7.484323,10.538192,geometry_type,10.538192,7.484323,Unknown,2018-09-25T14:25:28Z,Unknown,Health Post,1239206d-fa85-4382-95fd-e7aa87d90ca9,Dan Bushiya Dispensary,Functional,Primary,Public,KD0209,eHA_Polio,Rido,19002,Chikun,KD,Kaduna, , , , , , 
100,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5904,Point,7.489547,10.525952,geometry_type,10.525952,7.489547,Unknown,2018-09-25T14:25:28Z,Unknown,Health Post,e77f8dab-5e16-4409-bcf0-779e8bed1b69,Dan Honu A Dispensary Clinic,Functional,Primary,Public,KD0209,eHA_Polio,Rido,19002,Chikun,KD,Kaduna, , , , , , 
101,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5900,Point,7.37904,10.47819,geometry_type,10.47819,7.37904,Unknown,2018-09-25T14:25:14Z,Unknown,Primary Health Clinic,0070d186-ef0b-4c29-8ab6-59c90d964970,Henlong Medical Clinic And Maternity,Unknown,Primary,Public,KD0210,eHA_Polio,Sabon Gari Nassarawa,19002,Chikun,KD,Kaduna, , , , , , 
102,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-58fc,Point,7.398112,10.4601,geometry_type,10.4601,7.398112,Unknown,2018-09-25T14:25:26Z,Unknown,Primary Health Center,42683e6c-93ba-40fe-88ea-e0f7832ea262,Nassarawa Primary Health Center,Unknown,Primary,Public,KD0210,eHA_Polio,Sabon Gari Nassarawa,19002,Chikun,KD,Kaduna, , , , , , 
103,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-58f7,Point,7.39302,10.46412,geometry_type,10.46412,7.39302,Unknown,2018-09-25T14:25:15Z,Unknown,Primary Health Clinic,a357435e-c4ef-48ca-b52a-5d971d0fb6df,Top Clinic And Maternity,Unknown,Primary,Public,KD0210,eHA_Polio,Sabon Gari Nassarawa,19002,Chikun,KD,Kaduna, , , , , , 
104,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-58ee,Point,7.48256,10.44216,geometry_type,10.44216,7.48256,Yes,2018-09-25T14:08:10Z,Unknown,Federal Staff Clinic,761b318c-9b22-4cde-b08d-6fa8d3bf4352,Nnpc Clinic,Functional,Secondary,Federal Agency,KD0211,eHA_Polio,Sabon Tasha,19002,Chikun,KD,Kaduna, , , , , , 
105,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-58e9,Point,7.46622,10.45148,geometry_type,10.45148,7.46622,Yes,2018-09-25T14:25:15Z,Unknown,Primary Health Clinic,fe406ae6-493f-4621-92e8-2e505e81abf4,Trinity Nursing And Maternity Home,Unknown,Primary,Public,KD0211,eHA_Polio,Sabon Tasha,19002,Chikun,KD,Kaduna, , , , , , 
106,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-58e5,Point,7.452659,10.452762,geometry_type,10.452762,7.452659,Yes,2018-09-25T14:25:24Z,Unknown,Private Clinic,5284daac-6e42-452e-ada1-37f3bac0adcb,Doctors Clinic,Functional,Primary,Public,KD0211,eHA_Polio,Sabon Tasha,19002,Chikun,KD,Kaduna, , , , , , 
107,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-58e2,Point,7.451339,10.448713,geometry_type,10.448713,7.451339,Yes,2018-09-25T14:25:22Z,Unknown,Primary Health Clinic,1aee9f1f-4013-4fca-bff6-a775a797089f,Endurance Maternity Home,Unknown,Primary,Public,KD0211,eHA_Polio,Sabon Tasha,19002,Chikun,KD,Kaduna, , , , , , 
108,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-58df,Point,7.46421,10.46175,geometry_type,10.46175,7.46421,Yes,2018-09-25T14:25:15Z,Unknown,Private Clinic,8d3c8d39-fb7d-4024-81ac-0bbe94ca29de,Faith Clinic U Pama,Unknown,Primary,NGO/Humanitarian,KD0211,eHA_Polio,Sabon Tasha,19002,Chikun,KD,Kaduna, , , , , , 
109,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-58db,Point,7.452703,10.44406,geometry_type,10.44406,7.452703,Unknown,2018-09-25T14:25:42Z,Unknown,Primary Health Clinic,c2ebd822-bc70-48cc-8e1b-5884cf800a31,Ag Lima County Clinic And Maternity,Unknown,Primary,Public,KD0211,eHA_Polio,Sabon Tasha,19002,Chikun,KD,Kaduna, , , , , , 
110,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-58d4,Point,7.454063,10.453717,geometry_type,10.453717,7.454063,Unknown,2018-09-25T14:25:23Z,Unknown,Private Clinic,248f773e-12b2-4b04-ab69-d858d12e1fc1,Jefanel Hospital,Unknown,Tertiary,Private,KD0211,eHA_Polio,Sabon Tasha,19002,Chikun,KD,Kaduna, , , , , , 
111,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-58cb,Point,7.456451,10.453306,geometry_type,10.453306,7.456451,Yes,2018-09-25T14:25:31Z,Unknown,Private Clinic,5afb353e-2ca6-498e-8270-b6c88d8a8534,Nebina Special Clinic,Unknown,Primary,Public,KD0211,eHA_Polio,Sabon Tasha,19002,Chikun,KD,Kaduna, , , , , , 
112,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-58c7,Point,7.434502,10.447234,geometry_type,10.447234,7.434502,Unknown,2018-09-25T14:25:33Z,Unknown,Primary Health Clinic,427c3e96-e3fd-4c52-8758-e8237b0eda3d,Cocin Clinic And Maternity,Unknown,Primary,NGO/Humanitarian,KD0212,eHA_Polio,Yelwa,19002,Chikun,KD,Kaduna, , , , , , 
113,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-58bf,Point,7.436892,10.445983,geometry_type,10.445983,7.436892,Unknown,2018-09-25T14:45:51Z,Unknown,Private Non Profit,84ff7ea9-34d1-4836-8937-3bca957f52de,Ecwa Community Health Programe,Unknown,Primary,NGO/Humanitarian,KD0212,eHA_Polio,Yelwa,19002,Chikun,KD,Kaduna, , , , , , 
114,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-58bb,Point,7.424126,10.431591,geometry_type,10.431591,7.424126,Yes,2018-09-25T14:25:33Z,Unknown,Private Clinic,caf76ce4-ee7a-4a44-a334-25283f25780b,Gimo Clinic Bubasauri Road,Unknown,Primary,Public,KD0212,eHA_Polio,Yelwa,19002,Chikun,KD,Kaduna, , , , , , 
115,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-58b8,Point,7.435021,10.449079,geometry_type,10.449079,7.435021,Unknown,2018-09-25T14:25:41Z,Unknown,Private Clinic,af26987e-758b-41cb-af2a-2f7a9575632a,Lecron Dental Clinic,Functional,Tertiary,Private,KD0212,eHA_Polio,Yelwa,19002,Chikun,KD,Kaduna, , , , , , 
116,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-58b3,Point,7.42259,10.435098,geometry_type,10.435098,7.42259,Unknown,2018-09-25T14:25:28Z,Unknown,Private Clinic,1a30a3d7-bdae-4cfa-93b0-8f06e09e90b2,Jassy Clinic Sarki Street,Unknown,Primary,Public,KD0212,eHA_Polio,Yelwa,19002,Chikun,KD,Kaduna, , , , , , 
117,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-58af,Point,7.409957,10.435225,geometry_type,10.435225,7.409957,Yes,2018-09-25T14:25:20Z,Unknown,Private Clinic,0cd8aad9-f421-4276-942c-6b9b3d851334,Mercy Home Clinic,Unknown,Primary,Public,KD0212,eHA_Polio,Yelwa,19002,Chikun,KD,Kaduna, , , , , , 
118,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-58a8,Point,7.428553,10.43376,geometry_type,10.43376,7.428553,Unknown,2018-09-25T14:25:37Z,Unknown,Private Clinic,c9be0dd4-3ff1-486b-a32a-f4cd35986b04,Ejiro Home,Unknown,Primary,Public,KD0212,eHA_Polio,Yelwa,19002,Chikun,KD,Kaduna, , , , , , 
119,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-58a3,Point,7.438065,10.44912,geometry_type,10.44912,7.438065,Unknown,2018-09-25T14:25:32Z,Unknown,Private Clinic,c66f391d-c805-49a0-9640-907399e9fbb7,Trinity Hospital,Unknown,Primary,Public,KD0212,eHA_Polio,Yelwa,19002,Chikun,KD,Kaduna, , , , , , 
120,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-589f,Point,7.581137,11.298457,geometry_type,11.298457,7.581137,Yes,2018-09-25T14:25:27Z,Unknown,Primary Health Center,b0500ea8-4200-48d6-803f-ba85738577b3,Kuringa Health Facility,Functional,Primary,Public,KD0301,eHA_Polio,Danmahawayi,19003,Giwa,KD,Kaduna, , , , , , 
121,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5890,Point,7.531329,11.308638,geometry_type,11.308638,7.531329,Yes,2018-09-25T14:25:40Z,Unknown,Primary Health Center,cd474abb-9de7-456e-bbb2-89be3530e030,Ganuwa Health Facility,Functional,Primary,Public,KD0301,eHA_Polio,Danmahawayi,19003,Giwa,KD,Kaduna, , , , , , 
122,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-588b,Point,7.549453,11.276913,geometry_type,11.276913,7.549453,Unknown,2018-09-25T14:34:39Z,Unknown,Health Post,8ec0db5d-22ff-4ea0-83e2-3c0074cac656,Danmahawayi Health Post,Functional,Primary,Others,KD0301,NPHCDA,Danmahawayi,19003,Giwa,KD,Kaduna, , , , , , 
123,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5888,Point,7.549999,11.253423,geometry_type,11.253423,7.549999,Yes,2018-09-25T14:25:27Z,Unknown,Primary Health Center,5eb284e5-fb58-47ad-b0c8-c7baa9293e3b,Tashar Guga Health Facility,Functional,Primary,Public,KD0301,eHA_Polio,Danmahawayi,19003,Giwa,KD,Kaduna, , , , , , 
124,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5883,Point,7.287091,11.078136,geometry_type,11.078136,7.287091,Yes,2018-09-25T14:25:18Z,Unknown,Primary Health Clinic,79c7eafe-10e5-4556-bf8a-41981c6a41b5,Tumburku Health Clinic,Functional,Primary,Public,KD0302,eHA_Polio,Galadimawa,19003,Giwa,KD,Kaduna, , , , , , 
125,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-587d,Point,7.322734,11.059765,geometry_type,11.059765,7.322734,Unknown,2018-09-25T14:34:39Z,Unknown,Primary Health Center,0900a018-b2db-4d59-a350-e96efaf1765d,Primary Health Center Galadimawa,Functional,Primary,Others,KD0302,NPHCDA,Galadimawa,19003,Giwa,KD,Kaduna, , , , , , 
126,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5879,Point,7.285533,11.136856,geometry_type,11.136856,7.285533,Yes,2018-09-25T14:25:17Z,Unknown,Health Post,9d5ef8a7-e46f-4f44-8e45-d540a2fc1514,Rafin Sarki Health Post,Functional,Primary,Public,KD0302,eHA_Polio,Galadimawa,19003,Giwa,KD,Kaduna, , , , , , 
127,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5875,Point,7.284911,11.021581,geometry_type,11.021581,7.284911,Yes,2018-09-25T14:25:39Z,Unknown,Primary Health Clinic,1df99606-167b-4cb7-bac4-a41f6e73f153,Madugu Health Clinic,Functional,Primary,Public,KD0302,eHA_Polio,Galadimawa,19003,Giwa,KD,Kaduna, , , , , , 
128,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-586f,Point,7.267656,11.09789,geometry_type,11.09789,7.267656,Unknown,2018-09-25T14:25:28Z,Unknown,Primary Health Clinic,d6cc1147-7b92-4a66-b70f-836b492a9f0b,Sada Health Clinic,Functional,Primary,Public,KD0302,eHA_Polio,Galadimawa,19003,Giwa,KD,Kaduna, , , , , , 
129,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5863,Point,7.477577,11.364977,geometry_type,11.364977,7.477577,Yes,2018-09-25T14:25:22Z,Unknown,Primary Health Clinic,4c3848c3-6905-4364-8592-003ca21d9b70,Dundubus Health Clinic,Functional,Primary,Public,KD0303,eHA_Polio,Gangara,19003,Giwa,KD,Kaduna, , , , , , 
130,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-585e,Point,7.497842,11.346479,geometry_type,11.346479,7.497842,Yes,2018-09-25T14:25:42Z,Unknown,Primary Health Center,6c486881-bb8f-4a82-80a7-ff48d59a349d,Bomawa Health Center,Functional,Primary,Public,KD0303,eHA_Polio,Gangara,19003,Giwa,KD,Kaduna, , , , , , 
131,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-585b,Point,7.468194,11.316916,geometry_type,11.316916,7.468194,Yes,2018-09-25T14:25:30Z,Unknown,Primary Health Clinic,e328a80c-5f48-4e7b-a283-af512cc39f97,Madara Health Clinic,Functional,Primary,Public,KD0303,eHA_Polio,Gangara,19003,Giwa,KD,Kaduna, , , , , , 
132,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-5855,Point,7.380604,11.306664,geometry_type,11.306664,7.380604,Yes,2018-09-25T14:25:42Z,Unknown,Primary Health Clinic,18304bc3-7106-48e6-b470-a2dbeb5670ef,Tsabtawa Primary Health Clinic,Functional,Primary,Public,KD0303,eHA_Polio,Gangara,19003,Giwa,KD,Kaduna, , , , , , 
133,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-584d,Point,7.423305,11.318875,geometry_type,11.318875,7.423305,Unknown,2018-09-25T14:34:39Z,Unknown,Primary Health Clinic,997478f3-ce4d-41ab-90be-00eff5912cf4,Health Clinic Janbaba,Functional,Primary,Others,KD0304,NPHCDA,Giwa,19003,Giwa,KD,Kaduna, , , , , , 
134,Point,sv_fc_healthcare_facilities.fid-65d4c550_169d91ba9ce_-584a,Point,7.435701,11.340149,geometry_type,11.340149,7.435701,Yes,2018-09-25T14:25:32Z,Unknown,Primary Health Clinic,14ab923b-0c48-4e06-a1ca-91b3be570b81,Wardanga Health Clinic,Functional,Primary,Public,KD0304,eHA_Polio,Giwa,19003,Giwa,KD,Kaduna, , , , , , 
